id,predicted_price
2591820310,406852.83563788526
7974200820,909342.820755003
7701450110,1111398.09767624
9522300010,2001388.4944955413
9510861140,750111.838782963
1761300310,259315.47974720196
7732410120,803582.866827402
7010701383,614250.7545264325
291310170,465463.7622392327
4232901990,557192.3755989928
6840701125,580067.431383692
3971700580,430556.4993813182
4202400078,244725.05571395584
6064800090,380509.77518870484
2626119028,202641.9038968593
3303980660,1056176.446119034
862000020,812038.8001641092
2386000070,897805.8188534612
1138000450,387346.7467312044
1775800420,458342.65633594926
2291401425,403403.5441438914
2025770560,944937.036159636
3525069037,775552.3723503351
9324800450,555744.3916548389
8080400136,579252.7777196313
8651540040,516395.70667439204
9407001790,261225.8714915436
1773101530,227079.25334189757
9432900250,347677.22697687946
1794500695,597780.0323844256
2220069003,400862.69676829677
923000120,480938.5411676875
5728000060,546459.1236621073
16000200,246427.56777916278
1926059094,505280.3150439008
6672900220,1002664.788036618
3629860060,834518.6476711648
1822069109,372168.45874179126
6675500105,372295.02260109526
249000180,1865111.073856018
226059065,509674.6149111199
396100110,272635.89332289546
9264450460,335178.66275964753
7853361210,364651.40164002293
9474700020,242697.45070459138
421000455,225798.27283765897
3755200220,436490.7713191719
7960100075,499315.7066799429
9477100490,402781.94964116835
9138100350,793695.1267710644
1624049275,479714.9611017111
2770606890,499026.6446671582
1157200189,425254.3086688701
2770601800,529159.5950018147
9301300805,571916.3905514281
2325069032,1129940.9877536397
1021079099,314461.2177960462
7215730040,759642.0587426702
1853200080,510163.7014932284
3224600340,688389.7106612643
3222049120,442052.3803470379
2113700025,259913.87415669262
7893207925,219092.25739576318
3586501085,546750.3187326844
8024200010,428960.71409015433
7116500705,189237.65057975787
1598600209,282057.154074386
7204200025,1094781.7353504885
4206901505,565500.8668923113
2937300440,903068.6737574437
7205000180,331594.1389896877
8718500665,384431.858568979
5318101765,946791.062243361
4122700020,1014588.1864234098
8078700020,553741.7084413646
3303980680,921848.1942397528
8924100372,1080795.210549176
2781270210,195991.93610114013
519000043,555996.4956919884
3225069301,1711502.3498954861
151000075,816058.452795341
2297400020,445396.0916882253
6617500085,720505.9643218663
104510180,214898.2345361345
3528900060,946680.8055822068
3345100286,461807.43991739175
1226039130,426690.64926096017
8712100720,836803.9709960205
3037200010,400629.2654926138
3626039268,424698.8558532208
104510230,231386.39905065743
5112800060,442394.5868834158
6072400280,649765.397443532
5317100570,1317154.3977381664
9528102993,520831.5887820716
2919201095,482214.7355102936
6181400920,252764.52659043053
185000161,243097.77967187756
8691400010,761983.4751270993
3345700165,525265.1520382497
6151800486,218743.0324838127
4340000080,1320007.7674728136
4136960010,576460.2173932053
3634100030,349213.96942177747
1624059224,930168.6332323955
2788400090,296478.4985828413
9828200762,457383.32160363847
7524400250,569140.2175940431
3528000290,744414.946767677
5700003630,2123309.358762719
2720069019,321821.14329206443
7227501170,234117.90424265325
2397101270,608063.2450516466
6792100090,717769.7409423982
2770602265,528173.9242009786
3971700937,276295.82069583214
422049203,221521.52802571584
3076500830,415244.518635785
1423400260,304918.43792792805
9161100795,445630.9764578134
3126049052,483692.8824903988
5100401468,386963.29750313546
514500235,430433.5384358034
1423200170,199920.94748680497
1402100070,400711.89402704465
624110020,722431.5388210493
2407000145,211215.34885385045
1890000225,832906.4053633665
1320069271,333045.357472079
5490700085,347811.4537062907
263000155,460759.36780861916
3726800201,439346.0610297734
5153200358,231274.35628880502
2725079018,883915.3900834674
7165700200,236140.3420101797
9429000170,574382.1605330039
8718500075,382653.05136166175
1760650950,310294.4857439463
1068000559,1245230.8562984483
4113800500,651659.3210874002
4077800507,560469.3672436307
2725069150,716409.7735659692
4008400035,743524.7036515597
7016310270,392616.4516782511
1432701230,233462.85781475872
3278606050,365955.4426485405
2473350710,388601.5169692883
2185000685,147947.01748700274
7792000025,367350.11510971165
6868200029,518776.4526266362
624069003,776422.5418059608
7431500280,867739.8335123342
3296000040,563857.2449337431
1118001215,1574596.3336683149
6453900040,649295.0951824083
333100209,766591.4511956731
34001765,571088.5138335172
8946700100,381877.9520099036
5561401210,524855.2992160573
6671900095,364306.34822729556
3275850020,717359.3898867987
3876300600,428803.28008036315
1450900020,261340.71300821425
8562780280,277330.97296986415
7663700973,292330.67706081504
2126049032,369865.11550677655
1823059159,153641.11057514462
3438503426,279703.42135926534
9297301495,556730.3580754583
7140700850,374248.0708014818
7942601805,747234.4208232254
2555900030,381320.9237558662
2887970040,252620.09923867587
7419700010,707028.8971168435
2239000011,381166.8025633563
9283800050,307544.4015672242
9407001340,295215.96375523065
217500140,515006.99363433145
7212660520,240669.39445447648
3298201170,341198.802609086
3057000400,304136.19603493484
6865200444,515639.0874506278
6071600340,517750.30597899767
6821600005,679059.1316614839
1235100371,798198.7111279573
7796450340,328881.95185231965
3603000410,166856.01102153794
9297300255,533427.2230694788
9126100850,610076.625026513
2770601462,492609.3532433598
2599001500,225660.78629300915
1102000095,730205.7585022089
1853080640,981318.4632957807
9551201585,916490.4625041002
3438500796,317953.62390996073
7518504291,560408.2754285183
9269200340,434792.24909151345
715010130,1687277.9306382828
1982201485,620472.3587000074
9526500080,390334.75404262345
9277200180,474734.3116518816
6669150280,281639.40339004394
8917100153,615110.3253212924
3760500516,1230648.74893705
2725069050,927952.7287283792
3332000091,310312.4603052175
8562770080,589930.945070277
8151601190,272894.99498138484
8563040160,609171.6426049108
240000269,877828.0567565032
4307350200,312912.21479440335
1311910300,233365.5529388274
3574900030,523186.1322764696
7853230570,434847.0921503648
320069049,396179.3461949364
9839301060,626504.4683266544
7011201333,726795.0677740086
2781320100,276481.668018355
3421069120,425492.1581411805
7852030320,443878.97768740426
5316101075,2003077.159034348
5309100750,547357.6743384016
629000730,734576.7721268557
511700170,299061.98685553187
1562100030,550519.5229948572
2489200230,577905.4489568404
524069116,518374.8163268683
5315100737,951060.4246105751
1868900675,784588.7274311051
1608000120,351453.2275259624
705700240,328053.3105060641
7575600610,284320.4669290316
1778500015,752131.1688636392
5423500240,187238.57386171623
6713700025,355172.7526394194
2734100734,345548.81673862727
301402280,202678.43772139787
2113700205,283374.182866293
4114601570,2804272.4535448793
3332000615,304523.0852822443
3630050180,377336.3631146127
6852700520,504781.0632000122
6870310010,667107.4799161553
6163900981,316250.6370829647
393000142,420845.7520378724
1771100130,331877.4588553548
1442860160,430453.6203039946
9191200435,592640.9461964839
6788200800,894486.7514749754
1115300070,649195.4361167075
3176600105,697539.2743868027
2770604665,598509.369411078
5469500580,451204.23417229066
5680000545,535959.417476103
3424089119,527822.3995144552
1328300180,322174.37973034143
1773100922,391076.33345005295
4123830480,336791.82611930225
9808610190,882375.1899421036
4250200140,247526.54698645498
4217402115,2956108.39262436
3831250350,392138.9354061893
2397101055,785458.6677444085
6817850110,813402.1387068036
7526800200,614526.1851428703
7853370100,636851.39381601
2523089025,957291.0358673309
9476200680,258041.88041507013
5714200140,420285.9028219795
3575304895,567166.7293908676
